Country,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
St. Vincent and the Grenadines,VCT,2013,YR2013,95.89,99.78915771,97.455513,95.10765076,2.821856744,25,17.98561151,138.6711,6.007107459,139,2308.450464
St. Vincent and the Grenadines,VCT,2014,YR2014,95.96,100,98.59864807,95.8324585,2.832899125,25,15.87503175,137.3662,5.800947299,157.48,2367.996
St. Vincent and the Grenadines,VCT,2015,YR2015,95.9,100,99.45506287,96.55905151,2.927983809,26,15.6626506,140.9913,5.807433397,166,2427.773
St. Vincent and the Grenadines,VCT,2016,YR2016,95.98,100,100,97.28594971,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,GSS,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1990,YR1990,..,13.2,32.8,66.1,9.849468699,958,63.23432343,182666.2,73.26663513,1515,249317.0318
Sudan,SDN,1991,YR1991,..,11.36534266,27.0560112,63.94800949,9.143727191,1038,62.49247441,185114.4,76.16514757,1661,243043.4469
Sudan,SDN,1992,YR1992,..,11.0448532,27.57832146,64.20200348,8.573597556,1089,66.64626683,187900.4,77.39558664,1634,242779.218
Sudan,SDN,1993,YR1993,..,10.88816669,28.09757042,64.45496368,7.962679134,1091,64.70937129,190297.4,85.62816078,1686,222236.935
Sudan,SDN,1994,YR1994,..,11.48464688,28.61070251,64.70586395,9.13771021,1121,60.33369214,213820,79.48783779,1858,268997.127
Sudan,SDN,1995,YR1995,..,12.068807,29.11465645,64.95367432,8.652987571,972,52.14592275,215455.6,81.47140198,1864,264455.4957
Sudan,SDN,1996,YR1996,..,12.63816389,29.60637474,65.19735718,8.36858451,1074,52.06010664,228712.1,83.61051484,2063,273544.6617
Sudan,SDN,1997,YR1997,..,13.18710853,30.082798,65.4358902,7.732291701,1054,49.02325581,233547.6,80.54021327,2150,289976.3864
Sudan,SDN,1998,YR1998,..,13.71235233,30.54086494,65.66824341,7.496408957,1043,53.05188199,238892.9,81.90111294,1966,291684.5589
Sudan,SDN,1999,YR1999,..,14.21058803,30.97751999,65.89337921,8.072619289,1210,49.93809327,244916.3,80.84766227,2423,302935.5372
Sudan,SDN,2000,YR2000,14.21,2.247627726,23,66.11090851,7.175591513,1183,46.04904632,246900.7,80.42213461,2569,307005.9023
Sudan,SDN,2001,YR2001,15.25,15.12142102,31.78651237,66.32300568,7.057883578,1268,44.64788732,253565.7,79.38238941,2840,319423.1137
Sudan,SDN,2002,YR2002,16.57,15.54800252,32.16945648,66.53249359,7.199373332,1287,41.61008729,259196.5,76.75757079,3093,337681.9997
Sudan,SDN,2003,YR2003,17.77,15.96550062,32.54611969,66.7421875,6.496100584,1163,34.67501491,264690,76.98488736,3354,343820.7278
Sudan,SDN,2004,YR2004,19.14,16.38153059,32.92256165,66.95489502,6.250974714,1107,31.92962215,270328.6,75.38332923,3467,358605.2815
Sudan,SDN,2005,YR2005,20.58,16.80372222,33.3048439,67.17344666,5.924198673,1261,32.95870361,276860.9,72.43320435,3826,382229.2587
Sudan,SDN,2006,YR2006,22.19,17.23973224,33.69903183,67.4006424,5.781517441,1370,30.3030303,294756.3,69.35097753,4521,425021.1179
Sudan,SDN,2007,YR2007,23.73,17.69722191,34.11118698,67.63930511,5.013360414,1451,28.89862577,272427.1,65.72483062,5021,414496.4657
Sudan,SDN,2008,YR2008,25.38,18.18199647,34.54586411,67.89148712,4.72534466,1463,26.57101344,269624.5,63.65773578,5506,423553.3933
Sudan,SDN,2009,YR2009,26.97,15,29,58,4.734527711,3228,49.73039593,282165.1,63.28098443,6491,445892.3997
Sudan,SDN,2010,YR2010,28.94,19.18430622,35.47529984,68.43156433,4.67527841,6202,82.70436058,293882.7,61.44174976,7499,478311.0852
Sudan,SDN,2011,YR2011,30.82,19.69499114,35.96404648,68.71588898,4.75433506,6467,76.48728563,297181.4,63.97146086,8455,464553.0929
Sudan,SDN,2012,YR2012,32.75,20.20696162,36.46480942,69.00734711,4.179895352,6619,70.14624841,246916,59.81755319,9436,412781.8455
Sudan,SDN,2013,YR2013,34.71,20.71747981,36.97458649,69.3041687,4.133582426,8315,80.8537534,255872,61.30915496,10284,417347.1322
Sudan,SDN,2014,YR2014,36.93,31.7,44.9,76.3,3.96863328,8913,78.34915612,265663.5,62.43602847,11376,425497.1152
Sudan,SDN,2015,YR2015,38.95,21.71871119,38.00915527,69.90673828,3.956806753,8420,64.53590864,268611.1,61.59674748,13047,436080.0059
Sudan,SDN,2016,YR2016,41.29,22.20295376,38.52844238,70.20921326,..,..,..,..,..,..,..
Suriname,SUR,1990,YR1990,..,100,100,99.64357758,5.106241709,0,0,0,..,0,0
Suriname,SUR,1991,YR1991,..,100,100,99.52084351,5.598999835,0,0,0,..,0,0
Suriname,SUR,1992,YR1992,..,100,100,99.39794159,5.661638912,0,0,0,..,0,0
Suriname,SUR,1993,YR1993,..,100,100,99.27400208,6.052681323,0,0,0,..,0,0
Suriname,SUR,1994,YR1994,..,100,99.99056244,99.14800262,5.883621356,0,0,0,..,0,0
Suriname,SUR,1995,YR1995,..,100,99.92409515,99.01891327,5.895101136,0,0,0,..,0,0
Suriname,SUR,1996,YR1996,..,100,99.71331787,98.88569641,5.878931443,0,0,0,..,0,0
Suriname,SUR,1997,YR1997,..,100,99.30543518,98.74732971,5.638448045,0,0,0,..,0,0
Suriname,SUR,1998,YR1998,..,99.01151822,98.74053955,98.6027832,5.546598202,0,0,0,..,0,0
Suriname,SUR,1999,YR1999,..,99,99.62406,99.62406,5.651136845,0,0,0,..,0,0
Suriname,SUR,2000,YR2000,79.89,95.75791202,97.44142914,98.29164886,5.712009941,1036,88.39590444,6034.156,26.47467036,1172,22792.18558
Suriname,SUR,2001,YR2001,80.72,94.01199884,96.74906921,98.12684631,5.850146526,1070,86.63967611,6169.819,26.95461856,1235,22889.65428
Suriname,SUR,2002,YR2002,81.56,92.22725465,96.04437256,97.95943451,3.919590788,1070,79.3768546,5428.143,31.25012791,1348,17369.9865
Suriname,SUR,2003,YR2003,82.25,90.41628442,95.33338928,97.7922287,3.944495949,965,72.6109857,5042.762,28.2814759,1329,17830.61824
Suriname,SUR,2004,YR2004,83.17,88.5913906,94.62218475,97.62804413,3.955738419,923,65.60056859,4888.931,25.99535856,1407,18806.93813
Suriname,SUR,2005,YR2005,83.77,86.8061791,93.91681671,97.46968842,4.334267467,800,52.70092227,4428.604,22.12490076,1518,20016.37904
Suriname,SUR,2006,YR2006,84.44,80.39102933,91.01983989,95.63264287,3.967095403,1026,66.88396349,5118.099,24.83532557,1534,20608.14136
Suriname,SUR,2007,YR2007,85.08,83.32987298,92.54787445,97.18175507,3.570884071,1153,74.14790997,5518.658,27.22442846,1555,20270.97835
Suriname,SUR,2008,YR2008,85.67,81.65736216,91.89490509,97.05703735,3.621668119,1343,77.94544399,6125.66,28.46487253,1723,21520.06826
Suriname,SUR,2009,YR2009,86.24,80.02854197,91.26296234,96.94481659,3.530472285,1336,76.7816092,6099.374,28.65052533,1740,21288.87317
Suriname,SUR,2010,YR2010,86.89,86.69345308,91.19751586,97.197733,3.994563097,1210,70.18561485,5741.388,24.54433933,1724,23391.90281
Suriname,SUR,2011,YR2011,87.41,76.88183433,90.05014801,96.75073242,3.696270101,1183,60.6355715,5600.865,25.44612724,1951,22010.67749
Suriname,SUR,2012,YR2012,87.87,75.35245409,89.46326447,96.66529846,4.001410974,1247,63.23529412,5918.239,23.04923094,1972,25676.51396
Suriname,SUR,2013,YR2013,88.33,73.84502262,88.88539124,96.58522034,3.453289389,1309,59.93589744,6192.572,25.96714517,2184,23847.71972
Suriname,SUR,2014,YR2014,88.83,72.34485267,88.31352997,96.50871277,3.44134072,1359,62.33944954,6387.019,25.38253637,2180,25163.04481
Suriname,SUR,2015,YR2015,89.26,70.84483825,87.74467468,96.43399048,3.394167702,1356,60.05314438,6266.811,24.91311036,2258,25154.67121
Suriname,SUR,2016,YR2016,89.61,69.33803247,87.17631531,96.35956573,..,..,..,..,..,..,..
Swaziland,SWZ,1990,YR1990,..,..,0.01,31.70173836,3.650774815,154,42.30769231,13530.19,85.24571644,364,15871.98814
Swaziland,SWZ,1991,YR1991,..,..,0.423998952,33.67039108,3.446277043,204,48.68735084,13504.64,86.67092071,419,15581.5121
Swaziland,SWZ,1992,YR1992,..,..,1.448824644,35.63887405,3.204195847,204,48.68735084,13382.96,92.26300469,419,14505.22888
Swaziland,SWZ,1993,YR1993,..,..,3.002629757,37.60632324,2.810700853,204,48.68735084,13043.62,91.99371049,419,14178.81715
Swaziland,SWZ,1994,YR1994,..,..,5.792140007,39.57171631,3.699896184,204,48.68735084,14296.28,73.21345435,419,19526.84807
Swaziland,SWZ,1995,YR1995,..,..,8.572473526,41.53401184,3.376309283,210,49.41176471,13772.05,72.75630464,425,18929.0125
Swaziland,SWZ,1996,YR1996,..,1.695577941,11.3405695,43.4921875,3.21544332,210,49.41176471,14415.83,75.50236416,425,19093.2167
Swaziland,SWZ,1997,YR1997,..,4.685662998,14.09337044,45.4452095,5.868107061,200,44.44444444,20993.73,47.92769592,450,43802.91937
Swaziland,SWZ,1998,YR1998,..,7.724506269,16.82781792,47.39204788,5.966707855,200,44.29678848,22177.28,49.1072865,451.5,45160.87445
Swaziland,SWZ,1999,YR1999,..,10.73403232,19.54084969,49.33167267,5.971175774,188.8,41.54015402,22632.07,48.86559597,454.5,46314.93703
Swaziland,SWZ,2000,YR2000,27.24,13.71192323,22.23093033,51.26369095,5.65295536,192.3,40.94102619,20615.9,48.19242994,469.7,42778.29532
Swaziland,SWZ,2001,YR2001,28.72,19.24323348,26.9,53.19028091,5.437906712,229.1,45.24985187,19067.66,47.82448762,506.3,39870.07692
Swaziland,SWZ,2002,YR2002,29.98,19.59721058,27.56192398,55.11426163,5.461338262,203.7,43.09287074,19078.68,49.80054369,472.7,38310.18416
Swaziland,SWZ,2003,YR2003,31.63,22.51836539,30.21496391,57.0384407,5.266882612,123,31.18661258,17981.14,49.77487753,394.4,36124.93067
Swaziland,SWZ,2004,YR2004,32.96,25.43550675,32.86778259,58.96564102,5.044134111,103.5,29.19605078,16857.21,48.82675051,354.5,34524.53793
Swaziland,SWZ,2005,YR2005,34.57,28.35432832,35.52644348,60.89867783,4.979183879,159.5,39.09313725,16835.22,49.6522912,408,33906.22989
Swaziland,SWZ,2006,YR2006,35.93,21.7,35.2,63.4,5.461796541,156.28,35.73911453,21178.71,62.29179457,437.28,33999.19708
Swaziland,SWZ,2007,YR2007,37.26,34.22731337,40.88554764,64.79351807,5.390078091,173.08,38.11663143,22799.71,64.73473456,454.08,35220.21084
Swaziland,SWZ,2008,YR2008,38.78,37.18839408,43.59660339,66.76019287,5.362866371,160,37.05419176,22790.14,63.94270482,431.8,35641.50135
Swaziland,SWZ,2009,YR2009,40.01,40.16378623,46.32868576,68.73936462,5.148108953,245.5,47.42128646,22573.14,64.69377563,517.7,34892.2903
Swaziland,SWZ,2010,YR2010,41.57,34.97146481,45.55233761,65.41666667,4.799613646,288.1,51.47124506,20736.06,62.68198971,559.73,33081.3685
Swaziland,SWZ,2011,YR2011,42.82,46.14943834,51.84391785,72.72805786,4.698757337,333.4,50.94431881,19760.04,61.25116041,654.44,32260.6786
Swaziland,SWZ,2012,YR2012,44.49,49.15348887,54.62106323,74.73400879,4.868285401,272.3,43.79221615,20502.73,62.47325796,621.8,32818.4101
Swaziland,SWZ,2013,YR2013,45.73,52.16182593,57.40721512,76.74532318,4.885390941,239.8,40.65785012,23645.15,66.71406415,589.8,35442.5267
Swaziland,SWZ,2014,YR2014,47.15,54,65,84,4.995411386,302,53.2627866,23084.03,67.69408862,567,34100.5108
Swaziland,SWZ,2015,YR2015,48.52,58.17949558,62.99454498,80.7768631,4.611645818,231,46.57258065,23521.78,66.10465921,496,35582.6356
Swaziland,SWZ,2016,YR2016,49.7,61.18409774,65.79020691,82.79383087,..,..,..,..,..,..,..
Sweden,SWE,1990,YR1990,..,100,100,100,7.471663062,74452,51.0001096,430487,34.06199197,145984,1263833.896
Sweden,SWE,1991,YR1991,..,100,100,100,7.797630422,65109,44.30087773,414044.5,32.45879153,146970,1275600.478
Sweden,SWE,1992,YR1992,..,100,100,100,7.540572082,76373,52.33321456,448607.4,33.23216078,145936,1349919.444
Sweden,SWE,1993,YR1993,..,100,100,100,7.693693112,76871,52.9243289,467846.2,34.38515226,145247,1360605.288
Sweden,SWE,1994,YR1994,..,100,100,100,7.899381712,61402,43.0287316,433673.7,31.35442412,142700,1383133.998
Sweden,SWE,1995,YR1995,..,100,100,100,7.690234044,70556,47.57877985,480167.9,33.91418148,148293,1415832.195
Sweden,SWE,1996,YR1996,..,100,100,100,7.750892458,54003,38.40158718,456267.7,31.35609734,140627,1455116.353
Sweden,SWE,1997,YR1997,..,100,100,100,7.338657234,72033,48.27754916,506580.5,35.620611,149206,1422155.561
Sweden,SWE,1998,YR1998,..,100,100,100,7.166289236,78098,49.1828882,511554.1,35.65790342,158791,1434616.315
Sweden,SWE,1999,YR1999,..,100,100,100,6.732388611,74747,48.27432542,492058.1,34.79225049,154838,1414274.998
Sweden,SWE,2000,YR2000,100,100,100,100,6.095638635,83140,57.24673107,562267,40.00825867,145231,1405377.336
Sweden,SWE,2001,YR2001,100,100,100,100,6.377362766,83321,51.5616201,519611.6,37.66157584,161595,1379686.294
Sweden,SWE,2002,YR2002,100,100,100,100,6.402614164,71145,48.49693252,498528.3,36.14876133,146700,1379102.026
Sweden,SWE,2003,YR2003,100,100,100,100,6.112656444,58731,43.38265167,478996.6,34.91042646,135379,1372073.185
Sweden,SWE,2004,YR2004,100,100,100,100,6.087581909,68176,44.94933179,488255.9,35.82331248,151673,1362955.758
Sweden,SWE,2005,YR2005,100,100,100,100,5.805964633,81232,51.29416222,539937,39.99189533,158365,1350116.056
Sweden,SWE,2006,YR2006,100,100,100,100,5.399464197,71071,49.6007984,548249.7,41.12658777,143286,1333078.502
Sweden,SWE,2007,YR2007,100,100,100,100,5.206357479,77428,52.02690444,574613,42.92465517,148823,1338654.901
Sweden,SWE,2008,YR2008,100,100,100,100,5.18758724,81406,54.30904506,580866.5,44.86558813,149894,1294681.568
Sweden,SWE,2009,YR2009,100,100,100,100,5.008551656,79804,58.41995842,596301.6,47.0773642,136604,1266641.857
Sweden,SWE,2010,YR2010,100,100,100,100,5.297651892,82101,55.30176479,630467.9,45.97780593,148460,1371243.989
Sweden,SWE,2011,YR2011,100,100,100,100,5.052453967,84059,55.94460048,604701,46.48702965,150254,1300795.092
Sweden,SWE,2012,YR2012,100,100,100,100,5.099592903,98310,59.06774977,650364.5,49.9485495,166436,1302068.842
Sweden,SWE,2013,YR2013,100,100,100,100,4.961405777,82688,54.03349648,619211.8,48.82522226,153031,1268221.16
Sweden,SWE,2014,YR2014,100,100,100,100,4.713804978,85741,55.83768577,622659.8,49.69341469,153554,1253002.644
Sweden,SWE,2015,YR2015,100,100,100,100,4.269061194,102442,63.26274771,679811.9,53.2477698,161931,1276695.536
Sweden,SWE,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Switzerland,CHE,1990,YR1990,..,100,100,100,3.259338974,30236,54.98254292,127292.1,17.12391004,54992,743358.8456
Switzerland,CHE,1991,YR1991,..,100,100,100,3.339558816,32517,57.16370157,136786.4,17.47275048,56884,782855.5677
Switzerland,CHE,1992,YR1992,..,100,100,100,3.355852883,33185,56.909384,135964.6,17.29862548,58312,785984.9914
Switzerland,CHE,1993,YR1993,..,100,100,100,3.275964474,36256,59.57279001,139547.6,18.3554219,60860,760252.7511
Switzerland,CHE,1994,YR1994,..,100,100,100,3.26410536,39627,60.5732192,138588.9,18.69457381,65420,741332.2251
Switzerland,CHE,1995,YR1995,..,100,100,100,3.20213897,35749,57.42995759,137644.6,18.06594965,62248,761900.7174
Switzerland,CHE,1996,YR1996,..,100,100,100,3.245266314,29368,52.20884962,133486.8,17.11697875,56251,779850.2408
Switzerland,CHE,1997,YR1997,..,100,100,100,3.227810891,34726,56.01690541,135778.2,17.8231175,61992,761809.4871
Switzerland,CHE,1998,YR1998,..,100,100,100,3.173438175,34178,54.85683102,136869.7,17.50425118,62304,781922.6231
Switzerland,CHE,1999,YR1999,..,100,100,100,3.127694488,40775,59.37559157,150107,18.80686907,68673,798149.8644
Switzerland,CHE,2000,YR2000,100,100,100,100,2.968949934,37691,57.00048394,146736.6,18.63012414,66124,787630.8225
Switzerland,CHE,2001,YR2001,100,100,100,100,3.108250035,42207,59.3979566,155907.7,19.19619247,71058,812180.3336
Switzerland,CHE,2002,YR2002,100,100,100,100,3.025583232,36150,55.22034675,147881.3,18.69186012,65465,791153.4704
Switzerland,CHE,2003,YR2003,100,100,100,100,3.036591086,35790,54.72477064,151476.5,18.56090731,65400,816105.0399
Switzerland,CHE,2004,YR2004,100,100,100,100,2.963374229,34751,54.41321538,153198.6,18.64231442,63865,821778.8657
Switzerland,CHE,2005,YR2005,100,100,100,100,2.859747563,32280,55.85838135,160987.6,19.31090915,57789,833661.4227
Switzerland,CHE,2006,YR2006,100,100,100,100,2.870579249,32141,51.72685722,154265.8,18.65681068,62136,826860.5104
Switzerland,CHE,2007,YR2007,100,100,100,100,2.621101093,36479,54.906004,159574.1,19.93005169,66439,800670.7785
Switzerland,CHE,2008,YR2008,100,100,100,100,2.663215546,37325,55.67903813,168002.3,20.24202047,67036,829968.0371
Switzerland,CHE,2009,YR2009,100,100,100,100,2.741257189,37033,55.5442233,169071,20.75387289,66673,814647.9498
Switzerland,CHE,2010,YR2010,100,100,100,100,2.586760908,37471,56.72954642,182261.1,21.46036384,66052,849291.752
Switzerland,CHE,2011,YR2011,100,100,100,100,2.460109773,34018,54.09299071,168578,21.55703291,62888,782009.2898
Switzerland,CHE,2012,YR2012,100,100,100,100,2.456806363,40526,59.47461109,186281.6,22.95850279,68140,811383.9205
Switzerland,CHE,2013,YR2013,100,100,100,100,2.51924697,40678,59.19383003,191033,22.99251967,68720,830848.4793
Switzerland,CHE,2014,YR2014,100,100,100,100,2.260459146,40670,58.01546318,178272,23.41814723,70102,761255.7828
Switzerland,CHE,2015,YR2015,100,100,100,100,2.194576273,41111,62.19798175,195365.5,25.29198368,66097,772440.4003
Switzerland,CHE,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,1990,YR1990,..,64.62170294,80.54584503,97.16577911,9.612556454,2728,23.49496167,7085.719,2.360017397,11611,300240.1172
Syrian Arab Republic,SYR,1991,YR1991,..,65.96069026,81.38981628,97.3596344,9.706159552,2684,22.03793415,6935.349,2.107307275,12179,329109.5267
Syrian Arab Republic,SYR,1992,YR1992,..,67.30825352,82.233284,97.55331421,8.183653173,2640,21.01576182,6834.218,2.239113178,12562,305219.8553
Syrian Arab Republic,SYR,1993,YR1993,..,68.66028297,83.07369232,97.74596405,7.819884448,2596,20.54122488,6720.133,2.230603415,12638,301269.7351
Syrian Arab Republic,SYR,1994,YR1994,..,70.01121824,83.90798187,97.93655396,7.610283408,2552,16.80937953,6110.709,2.058007569,15182,296923.5436
Syrian Arab Republic,SYR,1995,YR1995,..,71.28942168,84.73309326,98.12095642,7.520124759,2510,15.1022864,5550.834,1.805989576,16620,307356.9236
Syrian Arab Republic,SYR,1996,YR1996,..,72.54470305,85.5459671,98.30355072,7.229514685,2550,13.90327681,5636.407,1.663549821,18341,338818.046
Syrian Arab Republic,SYR,1997,YR1997,..,73.79078937,86.34354401,98.48101044,7.474297056,2600,13.32513325,5743.415,1.690534027,19512,339739.6863
Syrian Arab Republic,SYR,1998,YR1998,..,75.02126529,87.12277222,98.65240479,7.799538818,2700,12.76052744,5956.577,1.606852664,21159,370698.3928
Syrian Arab Republic,SYR,1999,YR1999,..,76.23113768,87.88058472,98.81721497,8.051342958,2720,11.91989132,6041.671,1.751357005,22819,344970.8417
Syrian Arab Republic,SYR,2000,YR2000,97.18,77.41553287,88.61544037,98.97579193,8.025361813,3231,12.81278503,6923.329,2.000425733,25217,346092.7785
Syrian Arab Republic,SYR,2001,YR2001,97.53,78.58334542,89.33189392,99.12956238,7.932310989,3410,12.76579814,7617.778,2.07309851,26712,367458.5632
Syrian Arab Republic,SYR,2002,YR2002,97.79,73.6,86.6,99.5,7.641819444,2451,8.749509156,5836.099,1.6135917,28013,361683.7518
Syrian Arab Republic,SYR,2003,YR2003,97.99,80.90552187,90.73381042,99.4323349,7.635093015,2758,9.338705854,6653.102,1.91221495,29533,347926.4713
Syrian Arab Republic,SYR,2004,YR2004,98.23,82.08106741,91.43141174,99.58550262,7.464317487,4175,13.01555632,10171.47,2.602215279,32077,390877.3453
Syrian Arab Republic,SYR,2005,YR2005,98.37,83.29076495,92.13484955,99.73477936,8.45143951,4325,12.38013454,10697.17,2.111331606,34935,506655.135
Syrian Arab Republic,SYR,2006,YR2006,98.57,99.18042666,99.5057574,99.75750793,8.369588882,3945,10.58123005,9768.036,1.826275971,37283,534860.8948
Syrian Arab Republic,SYR,2007,YR2007,98.56,85.95176259,93.58350372,99.94750977,8.290465842,3478,9.000569329,8722.938,1.566186524,38642,556953.9686
Syrian Arab Republic,SYR,2008,YR2008,98.71,87.46189896,94.33934021,99.98728943,8.096375232,2869,6.993637715,7168.762,1.272318895,41023,563440.6615
Syrian Arab Republic,SYR,2009,YR2009,98.76,89.07850759,95.11620331,99.99855804,7.111935152,1866,4.308672763,4459.272,0.933023195,43308,477937.9575
Syrian Arab Republic,SYR,2010,YR2010,98.85,83.52999608,92.7,100,6.929305357,2592,5.584642234,7011.013,1.410584971,46413,497028.7607
Syrian Arab Republic,SYR,2011,YR2011,98.9,92.53651649,96.72099304,100,6.791599559,3283,7.842809365,8812.226,1.903355508,41860,462983.7128
Syrian Arab Republic,SYR,2012,YR2012,98.91,94.35684809,97.54291534,100,6.531657245,3237,9.228006158,8688.001,2.519695713,35078,344803.5791
Syrian Arab Republic,SYR,2013,YR2013,98.99,96.19812307,98.35968018,100,6.799311288,3000,12.03176386,8061.411,2.8582156,24934,282043.4889
Syrian Arab Republic,SYR,2014,YR2014,99.02,97.8726225,99.09065247,100,4.449796296,2340,11.10741919,6333.254,2.353229564,21067,269130.3092
Syrian Arab Republic,SYR,2015,YR2015,99.05,99.14160304,99.63652039,100,4.025233106,413,2.309714222,1299,0.521155172,17881,249253.9786
Syrian Arab Republic,SYR,2016,YR2016,99.02,100,100,100,..,..,..,..,..,..,..
"Taiwan, China",TWN,1990,YR1990,..,..,..,..,..,6384,7.221882848,20688.79,1.943137473,88398,1064710.567
"Taiwan, China",TWN,1991,YR1991,..,..,..,..,..,3856,3.953857985,13025.63,1.160009522,97525,1122889.921
